Season,Date,Game Type,Team,Opponent,Arena,City,State,Attendance,game_date,attendance
2025,"July 6, 2025",Regular season,New York Liberty,Seattle Storm,Barclays Center,Brooklyn,NY,15515,2025-07-06,15515
2025,"July 6, 2025",Regular season,Connecticut Sun,Las Vegas Aces,Mohegan Sun Arena,Uncasville,CT,8476,2025-07-06,8476
2025,"July 6, 2025",Regular season,Minnesota Lynx,Chicago Sky,Target Center,Minneapolis,MN,8810,2025-07-06,8810
2025,"July 7, 2025",Regular season,Atlanta Dream,Golden State Valkyries,Gateway Center Arena @ College Park,Atlanta,GA,3265,2025-07-07,3265
2025,"July 7, 2025",Regular season,Phoenix Mercury,Dallas Wings,PHX Arena,Phoenix,AZ,11932,2025-07-07,11932
2025,"July 8, 2025",Regular season,Washington Mystics,Chicago Sky,EagleBank Arena,Fairfax,VA,9350,2025-07-08,9350
2025,"July 8, 2025",Regular season,New York Liberty,Las Vegas Aces,Barclays Center,Brooklyn,NY,15041,2025-07-08,15041
2025,"July 9, 2025",Regular season,Connecticut Sun,Seattle Storm,Mohegan Sun Arena,Uncasville,CT,7984,2025-07-09,7984
2025,"July 9, 2025",Regular season,Indiana Fever,Golden State Valkyries,Gainbridge Fieldhouse,Indianapolis,IN,16798,2025-07-09,16798
2025,"July 9, 2025",Regular season,Phoenix Mercury,Minnesota Lynx,PHX Arena,Phoenix,AZ,10083,2025-07-09,10083
2025,"July 9, 2025",Regular season,Chicago Sky,Dallas Wings,Wintrust Arena,Chicago,IL,9025,2025-07-09,9025
2025,"July 10, 2025",Regular season,Los Angeles Sparks,Minnesota Lynx,Crypto.com Arena,Los Angeles,CA,18199,2025-07-10,18199
2025,"July 10, 2025",Regular season,Washington Mystics,Las Vegas Aces,EagleBank Arena,Fairfax,VA,9350,2025-07-10,9350
2025,"July 11, 2025",Regular season,Indiana Fever,Atlanta Dream,Gainbridge Fieldhouse,Indianapolis,IN,16966,2025-07-11,16966
2025,"July 11, 2025",Regular season,Seattle Storm,Connecticut Sun,Climate Pledge Arena,Seattle,WA,9569,2025-07-11,9569
2025,"July 12, 2025",Regular season,Chicago Sky,Minnesota Lynx,Wintrust Arena,Chicago,IL,9025,2025-07-12,9025
2025,"July 12, 2025",Regular season,Las Vegas Aces,Golden State Valkyries,Michelob ULTRA Arena,Las Vegas,NV,10488,2025-07-12,10488
2025,"July 13, 2025",Regular season,Indiana Fever,Dallas Wings,Gainbridge Fieldhouse,Indianapolis,IN,17274,2025-07-13,17274
2025,"July 13, 2025",Regular season,New York Liberty,Atlanta Dream,Barclays Center,Brooklyn,NY,17265,2025-07-13,17265
2025,"July 13, 2025",Regular season,Los Angeles Sparks,Connecticut Sun,Crypto.com Arena,Los Angeles,CA,12184,2025-07-13,12184
2025,"July 13, 2025",Regular season,Seattle Storm,Washington Mystics,Climate Pledge Arena,Seattle,WA,11126,2025-07-13,11126
2025,"July 14, 2025",Regular season,Chicago Sky,Minnesota Lynx,Wintrust Arena,Chicago,IL,8105,2025-07-14,8105
2025,"July 14, 2025",Regular season,Golden State Valkyries,Phoenix Mercury,Chase Center,San Francisco,CA,18064,2025-07-14,18064
2025,"July 15, 2025",Regular season,Connecticut Sun,Indiana Fever,TD Garden,Boston,MA,19156,2025-07-15,19156
2025,"July 15, 2025",Regular season,Los Angeles Sparks,Washington Mystics,Crypto.com Arena,Los Angeles,CA,10787,2025-07-15,10787
2025,"July 16, 2025",Regular season,Chicago Sky,Atlanta Dream,Wintrust Arena,Chicago,IL,9025,2025-07-16,9025
2025,"July 16, 2025",Regular season,Minnesota Lynx,Phoenix Mercury,Target Center,Minneapolis,MN,16421,2025-07-16,16421
2025,"July 16, 2025",Regular season,Seattle Storm,Golden State Valkyries,Climate Pledge Arena,Seattle,WA,12500,2025-07-16,12500
2025,"July 16, 2025",Regular season,New York Liberty,Indiana Fever,Barclays Center,Brooklyn,NY,17371,2025-07-16,17371
2025,"July 16, 2025",Regular season,Dallas Wings,Las Vegas Aces,College Park Center,Arlington,TX,6153,2025-07-16,6153
2025,"July 22, 2025",Regular season,Washington Mystics,Los Angeles Sparks,CareFirst Arena,Washington,DC,4200,2025-07-22,4200
2025,"July 22, 2025",Regular season,New York Liberty,Indiana Fever,Barclays Center,Brooklyn,NY,17365,2025-07-22,17365
2025,"July 22, 2025",Regular season,Minnesota Lynx,Chicago Sky,Target Center,Minneapolis,MN,8821,2025-07-22,8821
2025,"July 22, 2025",Regular season,Las Vegas Aces,Atlanta Dream,Michelob ULTRA Arena,Las Vegas,NV,10414,2025-07-22,10414
2025,"July 22, 2025",Regular season,Seattle Storm,Dallas Wings,Climate Pledge Arena,Seattle,WA,12500,2025-07-22,12500
2025,"July 23, 2025",Regular season,Phoenix Mercury,Atlanta Dream,PHX Arena,Phoenix,AZ,11850,2025-07-23,11850
2025,"July 24, 2025",Regular season,Connecticut Sun,Los Angeles Sparks,Mohegan Sun Arena,Uncasville,CT,7375,2025-07-24,7375
2025,"July 24, 2025",Regular season,Indiana Fever,Las Vegas Aces,Gainbridge Fieldhouse,Indianapolis,IN,16166,2025-07-24,16166
2025,"July 24, 2025",Regular season,Chicago Sky,Seattle Storm,Wintrust Arena,Chicago,IL,7750,2025-07-24,7750
2025,"July 25, 2025",Regular season,New York Liberty,Phoenix Mercury,Barclays Center,Brooklyn,NY,17515,2025-07-25,17515
2025,"July 25, 2025",Regular season,Minnesota Lynx,Las Vegas Aces,Target Center,Minneapolis,MN,8810,2025-07-25,8810
2025,"July 25, 2025",Regular season,Golden State Valkyries,Dallas Wings,Chase Center,San Francisco,CA,18064,2025-07-25,18064
2025,"July 26, 2025",Regular season,New York Liberty,Los Angeles Sparks,Barclays Center,Brooklyn,NY,16024,2025-07-26,16024
2025,"July 26, 2025",Regular season,Washington Mystics,Seattle Storm,CareFirst Arena,Washington,DC,4200,2025-07-26,4200
2025,"July 27, 2025",Regular season,Connecticut Sun,Golden State Valkyries,Mohegan Sun Arena,Uncasville,CT,8294,2025-07-27,8294
2025,"July 27, 2025",Regular season,Chicago Sky,Indiana Fever,United Center,Chicago,IL,19601,2025-07-27,19601
2025,"July 27, 2025",Regular season,Dallas Wings,Las Vegas Aces,College Park Center,Arlington,TX,6251,2025-07-27,6251
2025,"July 27, 2025",Regular season,Washington Mystics,Phoenix Mercury,CareFirst Arena,Washington,DC,4200,2025-07-27,4200
2025,"July 27, 2025",Regular season,Minnesota Lynx,Atlanta Dream,Target Center,Minneapolis,MN,8788,2025-07-27,8788
2025,"July 28, 2025",Regular season,Connecticut Sun,Seattle Storm,Mohegan Sun Arena,Uncasville,CT,7136,2025-07-28,7136
2025,"July 28, 2025",Regular season,Dallas Wings,New York Liberty,College Park Center,Arlington,TX,6018,2025-07-28,6018
2025,"July 29, 2025",Regular season,Atlanta Dream,Golden State Valkyries,Gateway Center Arena @ College Park,Atlanta,GA,3265,2025-07-29,3265
2025,"July 29, 2025",Regular season,Washington Mystics,Chicago Sky,CareFirst Arena,Washington,DC,4200,2025-07-29,4200
2025,"July 29, 2025",Regular season,Los Angeles Sparks,Las Vegas Aces,Crypto.com Arena,Los Angeles,CA,12449,2025-07-29,12449
2025,"July 30, 2025",Regular season,Indiana Fever,Phoenix Mercury,Gainbridge Fieldhouse,Indianapolis,IN,17274,2025-07-30,17274
2025,"July 30, 2025",Regular season,Dallas Wings,Atlanta Dream,College Park Center,Arlington,TX,5228,2025-07-30,5228
2025,"July 30, 2025",Regular season,Minnesota Lynx,New York Liberty,Target Center,Minneapolis,MN,10824,2025-07-30,10824
2025,"July 31, 2025",Regular season,Washington Mystics,Golden State Valkyries,CareFirst Arena,Washington,DC,4200,2025-07-31,4200
2025,"August 1, 2025",Regular season,Atlanta Dream,Phoenix Mercury,Gateway Center Arena @ College Park,Atlanta,GA,3283,2025-08-01,3283
2025,"August 1, 2025",Regular season,Connecticut Sun,New York Liberty,Mohegan Sun Arena,Uncasville,CT,8664,2025-08-01,8664
2025,"August 1, 2025",Regular season,Chicago Sky,Golden State Valkyries,Wintrust Arena,Chicago,IL,7714,2025-08-01,7714
2025,"August 1, 2025",Regular season,Dallas Wings,Indiana Fever,American Airlines Center,Dallas,TX,17857,2025-08-01,17857
2025,"August 1, 2025",Regular season,Seattle Storm,Los Angeles Sparks,Climate Pledge Arena,Seattle,WA,11354,2025-08-01,11354
2025,"August 2, 2025",Regular season,Las Vegas Aces,Minnesota Lynx,Michelob ULTRA Arena,Las Vegas,NV,10488,2025-08-02,10488
2025,"August 3, 2025",Regular season,Connecticut Sun,New York Liberty,Mohegan Sun Arena,Uncasville,CT,8747,2025-08-03,8747
2025,"August 3, 2025",Regular season,Atlanta Dream,Washington Mystics,Gateway Center Arena @ College Park,Atlanta,GA,3315,2025-08-03,3315
2025,"August 3, 2025",Regular season,Seattle Storm,Indiana Fever,Climate Pledge Arena,Seattle,WA,16819,2025-08-03,16819
2025,"August 3, 2025",Regular season,Chicago Sky,Phoenix Mercury,Wintrust Arena,Chicago,IL,7081,2025-08-03,7081
2025,"August 3, 2025",Regular season,Las Vegas Aces,Golden State Valkyries,Michelob ULTRA Arena,Las Vegas,NV,10445,2025-08-03,10445
2025,"August 5, 2025",Regular season,New York Liberty,Dallas Wings,Barclays Center,Brooklyn,NY,17306,2025-08-05,17306
2025,"August 5, 2025",Regular season,Chicago Sky,Washington Mystics,Wintrust Arena,Chicago,IL,6572,2025-08-05,6572
2025,"August 5, 2025",Regular season,Los Angeles Sparks,Indiana Fever,Crypto.com Arena,Los Angeles,CA,16035,2025-08-05,16035
2025,"August 5, 2025",Regular season,Phoenix Mercury,Connecticut Sun,PHX Arena,Phoenix,AZ,8083,2025-08-05,8083
2025,"August 5, 2025",Regular season,Seattle Storm,Minnesota Lynx,Climate Pledge Arena,Seattle,WA,10468,2025-08-05,10468
2025,"August 6, 2025",Regular season,Golden State Valkyries,Las Vegas Aces,Chase Center,San Francisco,CA,18064,2025-08-06,18064
2025,"August 7, 2025",Regular season,Chicago Sky,Atlanta Dream,Wintrust Arena,Chicago,IL,7221,2025-08-07,7221
2025,"August 7, 2025",Regular season,Los Angeles Sparks,Connecticut Sun,Crypto.com Arena,Los Angeles,CA,10780,2025-08-07,10780
2025,"August 7, 2025",Regular season,Phoenix Mercury,Indiana Fever,PHX Arena,Phoenix,AZ,17071,2025-08-07,17071
2025,"August 8, 2025",Regular season,Dallas Wings,New York Liberty,College Park Center,Arlington,TX,6251,2025-08-08,6251
2025,"August 8, 2025",Regular season,Minnesota Lynx,Washington Mystics,Target Center,Minneapolis,MN,8821,2025-08-08,8821
2025,"August 8, 2025",Regular season,Las Vegas Aces,Seattle Storm,Michelob ULTRA Arena,Las Vegas,NV,10415,2025-08-08,10415
2025,"August 9, 2025",Regular season,Indiana Fever,Chicago Sky,Gainbridge Fieldhouse,Indianapolis,IN,17274,2025-08-09,17274
2025,"August 9, 2025",Regular season,Golden State Valkyries,Los Angeles Sparks,Chase Center,San Francisco,CA,18064,2025-08-09,18064
2025,"August 10, 2025",Regular season,New York Liberty,Minnesota Lynx,Barclays Center,Brooklyn,NY,17343,2025-08-10,17343
2025,"August 10, 2025",Regular season,Dallas Wings,Washington Mystics,College Park Center,Arlington,TX,6152,2025-08-10,6152
2025,"August 10, 2025",Regular season,Phoenix Mercury,Atlanta Dream,PHX Arena,Phoenix,AZ,13953,2025-08-10,13953
2025,"August 10, 2025",Regular season,Los Angeles Sparks,Seattle Storm,Crypto.com Arena,Los Angeles,CA,11796,2025-08-10,11796
2025,"August 10, 2025",Regular season,Las Vegas Aces,Connecticut Sun,Michelob ULTRA Arena,Las Vegas,NV,10407,2025-08-10,10407
2025,"August 11, 2025",Regular season,Golden State Valkyries,Connecticut Sun,Chase Center,San Francisco,CA,18064,2025-08-11,18064
2025,"August 12, 2025",Regular season,Indiana Fever,Dallas Wings,Gainbridge Fieldhouse,Indianapolis,IN,16027,2025-08-12,16027
2025,"August 12, 2025",Regular season,Los Angeles Sparks,New York Liberty,Crypto.com Arena,Los Angeles,CA,11862,2025-08-12,11862
2025,"August 13, 2025",Regular season,Connecticut Sun,Chicago Sky,Mohegan Sun Arena,Uncasville,CT,6848,2025-08-13,6848
2025,"August 13, 2025",Regular season,Washington Mystics,Golden State Valkyries,CareFirst Arena,Washington,DC,4200,2025-08-13,4200
2025,"August 13, 2025",Regular season,Las Vegas Aces,New York Liberty,Michelob ULTRA Arena,Las Vegas,NV,10417,2025-08-13,10417
2025,"August 13, 2025",Regular season,Seattle Storm,Atlanta Dream,Climate Pledge Arena,Seattle,WA,10687,2025-08-13,10687
2025,"August 15, 2025",Regular season,Indiana Fever,Washington Mystics,Gainbridge Fieldhouse,Indianapolis,IN,16006,2025-08-15,16006
2025,"August 15, 2025",Regular season,Chicago Sky,Golden State Valkyries,Wintrust Arena,Chicago,IL,7804,2025-08-15,7804
2025,"August 15, 2025",Regular season,Dallas Wings,Los Angeles Sparks,College Park Center,Arlington,TX,6116,2025-08-15,6116
2025,"August 15, 2025",Regular season,Atlanta Dream,Seattle Storm,Rogers Arena,Vancouver,BC,15892,2025-08-15,15892
2025,"August 15, 2025",Regular season,Phoenix Mercury,Las Vegas Aces,PHX Arena,Phoenix,AZ,10850,2025-08-15,10850
2025,"August 16, 2025",Regular season,Minnesota Lynx,New York Liberty,Target Center,Minneapolis,MN,10810,2025-08-16,10810
2025,"August 17, 2025",Regular season,Connecticut Sun,Indiana Fever,Mohegan Sun Arena,Uncasville,CT,8910,2025-08-17,8910
2025,"August 17, 2025",Regular season,Washington Mystics,Los Angeles Sparks,CareFirst Arena,Washington,DC,4200,2025-08-17,4200
2025,"August 17, 2025",Regular season,Las Vegas Aces,Dallas Wings,Michelob ULTRA Arena,Las Vegas,NV,10418,2025-08-17,10418
2025,"August 17, 2025",Regular season,Seattle Storm,Phoenix Mercury,Climate Pledge Arena,Seattle,WA,14169,2025-08-17,14169
2025,"August 17, 2025",Regular season,Golden State Valkyries,Atlanta Dream,Chase Center,San Francisco,CA,18064,2025-08-17,18064
2025,"August 19, 2025",Regular season,New York Liberty,Minnesota Lynx,Barclays Center,Brooklyn,NY,16864,2025-08-19,16864
2025,"August 19, 2025",Regular season,Washington Mystics,Connecticut Sun,CareFirst Arena,Washington,DC,4200,2025-08-19,4200
2025,"August 19, 2025",Regular season,Chicago Sky,Seattle Storm,Wintrust Arena,Chicago,IL,6724,2025-08-19,6724
2025,"August 19, 2025",Regular season,Las Vegas Aces,Atlanta Dream,Michelob ULTRA Arena,Las Vegas,NV,10420,2025-08-19,10420
2025,"August 19, 2025",Regular season,Golden State Valkyries,Phoenix Mercury,Chase Center,San Francisco,CA,18064,2025-08-19,18064
2025,"August 20, 2025",Regular season,Los Angeles Sparks,Dallas Wings,Crypto.com Arena,Los Angeles,CA,13598,2025-08-20,13598
2025,"August 21, 2025",Regular season,Connecticut Sun,Washington Mystics,Mohegan Sun Arena,Uncasville,CT,7144,2025-08-21,7144
2025,"August 21, 2025",Regular season,New York Liberty,Chicago Sky,Barclays Center,Brooklyn,NY,15887,2025-08-21,15887
2025,"August 21, 2025",Regular season,Atlanta Dream,Minnesota Lynx,Gateway Center Arena @ College Park,Atlanta,GA,3265,2025-08-21,3265
2025,"August 21, 2025",Regular season,Las Vegas Aces,Phoenix Mercury,Michelob ULTRA Arena,Las Vegas,NV,10460,2025-08-21,10460
2025,"August 22, 2025",Regular season,Indiana Fever,Minnesota Lynx,Gainbridge Fieldhouse,Indianapolis,IN,15121,2025-08-22,15121
2025,"August 22, 2025",Regular season,Dallas Wings,Seattle Storm,College Park Center,Arlington,TX,6063,2025-08-22,6063
2025,"August 22, 2025",Regular season,Phoenix Mercury,Golden State Valkyries,PHX Arena,Phoenix,AZ,10280,2025-08-22,10280
2025,"August 23, 2025",Regular season,Atlanta Dream,New York Liberty,Gateway Center Arena @ College Park,Atlanta,GA,3305,2025-08-23,3305
2025,"August 23, 2025",Regular season,Washington Mystics,Las Vegas Aces,CareFirst Arena,Washington,DC,4200,2025-08-23,4200
2025,"August 23, 2025",Regular season,Chicago Sky,Connecticut Sun,Wintrust Arena,Chicago,IL,8412,2025-08-23,8412
2025,"August 24, 2025",Regular season,Washington Mystics,Seattle Storm,CareFirst Arena,Washington,DC,4200,2025-08-24,4200
2025,"August 24, 2025",Regular season,Dallas Wings,Golden State Valkyries,College Park Center,Arlington,TX,6251,2025-08-24,6251
2025,"August 24, 2025",Regular season,Minnesota Lynx,Indiana Fever,Target Center,Minneapolis,MN,15124,2025-08-24,15124
2025,"August 25, 2025",Regular season,New York Liberty,Connecticut Sun,Barclays Center,Brooklyn,NY,15011,2025-08-25,15011
2025,"August 25, 2025",Regular season,Chicago Sky,Las Vegas Aces,Wintrust Arena,Chicago,IL,9103,2025-08-25,9103
2025,"August 26, 2025",Regular season,Indiana Fever,Seattle Storm,Gainbridge Fieldhouse,Indianapolis,IN,16737,2025-08-26,16737
2025,"August 26, 2025",Regular season,Los Angeles Sparks,Phoenix Mercury,Crypto.com Arena,Los Angeles,CA,10726,2025-08-26,10726
2025,"August 27, 2025",Regular season,Atlanta Dream,Las Vegas Aces,Gateway Center Arena @ College Park,Atlanta,GA,3326,2025-08-27,3326
2025,"August 27, 2025",Regular season,Dallas Wings,Connecticut Sun,College Park Center,Arlington,TX,5710,2025-08-27,5710
2025,"August 28, 2025",Regular season,New York Liberty,Washington Mystics,Barclays Center,Brooklyn,NY,15015,2025-08-28,15015
2025,"August 28, 2025",Regular season,Minnesota Lynx,Seattle Storm,Target Center,Minneapolis,MN,9810,2025-08-28,9810
2025,"August 28, 2025",Regular season,Phoenix Mercury,Chicago Sky,PHX Arena,Phoenix,AZ,10445,2025-08-28,10445
2025,"August 29, 2025",Regular season,Atlanta Dream,Dallas Wings,Gateway Center Arena @ College Park,Atlanta,GA,3268,2025-08-29,3268
2025,"August 29, 2025",Regular season,Los Angeles Sparks,Indiana Fever,Crypto.com Arena,Los Angeles,CA,15419,2025-08-29,15419
2025,"August 30, 2025",Regular season,Connecticut Sun,Minnesota Lynx,Mohegan Sun Arena,Uncasville,CT,8910,2025-08-30,8910
2025,"August 30, 2025",Regular season,Golden State Valkyries,Washington Mystics,Chase Center,San Francisco,CA,18064,2025-08-30,18064
2025,"August 30, 2025",Regular season,Seattle Storm,Chicago Sky,Climate Pledge Arena,Seattle,WA,12500,2025-08-30,12500
2025,"August 30, 2025",Regular season,Phoenix Mercury,New York Liberty,PHX Arena,Phoenix,AZ,13252,2025-08-30,13252
2025,"August 31, 2025",Regular season,Los Angeles Sparks,Washington Mystics,Crypto.com Arena,Los Angeles,CA,12218,2025-08-31,12218
2025,"August 31, 2025",Regular season,Golden State Valkyries,Indiana Fever,Chase Center,San Francisco,CA,18064,2025-08-31,18064
2025,"September 1, 2025",Regular season,Connecticut Sun,Atlanta Dream,Mohegan Sun Arena,Uncasville,CT,8081,2025-09-01,8081
2025,"September 1, 2025",Regular season,Minnesota Lynx,Dallas Wings,Target Center,Minneapolis,MN,10824,2025-09-01,10824
2025,"September 1, 2025",Regular season,Seattle Storm,Los Angeles Sparks,Climate Pledge Arena,Seattle,WA,12500,2025-09-01,12500
2025,"September 2, 2025",Regular season,Golden State Valkyries,New York Liberty,Chase Center,San Francisco,CA,18064,2025-09-02,18064
2025,"September 2, 2025",Regular season,Phoenix Mercury,Indiana Fever,PHX Arena,Phoenix,AZ,13132,2025-09-02,13132
2025,"September 3, 2025",Regular season,Atlanta Dream,Los Angeles Sparks,Gateway Center Arena @ College Park,Atlanta,GA,3265,2025-09-03,3265
2025,"September 3, 2025",Regular season,Chicago Sky,Connecticut Sun,Wintrust Arena,Chicago,IL,7195,2025-09-03,7195
2025,"September 4, 2025",Regular season,Washington Mystics,Phoenix Mercury,CareFirst Arena,Washington,DC,4200,2025-09-04,4200
2025,"September 4, 2025",Regular season,Golden State Valkyries,Dallas Wings,Chase Center,San Francisco,CA,18064,2025-09-04,18064
2025,"September 4, 2025",Regular season,Las Vegas Aces,Minnesota Lynx,T-Mobile Arena,Las Vegas,NV,14656,2025-09-04,14656
2025,"September 5, 2025",Regular season,Atlanta Dream,Los Angeles Sparks,Gateway Center Arena @ College Park,Atlanta,GA,3314,2025-09-05,3314
2025,"September 5, 2025",Regular season,Indiana Fever,Chicago Sky,Gainbridge Fieldhouse,Indianapolis,IN,16012,2025-09-05,16012
2025,"September 5, 2025",Regular season,Seattle Storm,New York Liberty,Climate Pledge Arena,Seattle,WA,12500,2025-09-05,12500
2025,"September 6, 2025",Regular season,Connecticut Sun,Phoenix Mercury,Mohegan Sun Arena,Uncasville,CT,8910,2025-09-06,8910
2025,"September 6, 2025",Regular season,Golden State Valkyries,Minnesota Lynx,Chase Center,San Francisco,CA,18064,2025-09-06,18064
2025,"September 7, 2025",Regular season,Washington Mystics,Indiana Fever,CFG Bank Arena,Baltimore,MD,11183,2025-09-07,11183
